env_GANTRY_VERSION,env_GITHUB_REPO,env_GIT_REF,env_LEARNING_RATE,env_METHOD,env_MODEL,env_PIP_REQUIREMENTS_FILE,env_PYTHON_VERSION,env_RANK,env_SEED,env_TASK,env_WANDB_MODE,experiment_id,experiment_name,metrics_epoch,metrics_eval_accuracy,metrics_eval_loss,metrics_eval_macro-f1,metrics_eval_micro-f1,metrics_eval_runtime,metrics_eval_samples,metrics_eval_samples_per_second,metrics_eval_steps_per_second,task_canceled,task_id,task_name
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-5,full_finetuning,gpt2-large,requirements.txt,3.9,-1,3,hellaswag,,01HADA50K3M0AX43H8D3FRBR5Q,,,,,,,,,,,2023-09-16 00:53:56.632604 +0000 UTC,01HADA50K6AYMS0Z7N9B1F4K1G,hellaswag-gpt2-large-full_finetuning-lr_1e-5-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-5,full_finetuning,gpt2-large,requirements.txt,3.9,-1,3,hellaswag,,01HADA50K3M0AX43H8D3FRBR5Q,,,,,,,,,,,2023-09-16 02:37:21.260421 +0000 UTC,01HADA50K6AYMS0Z7N9B1F4K1G,hellaswag-gpt2-large-full_finetuning-lr_1e-5-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-5,full_finetuning,gpt2-large,requirements.txt,3.9,-1,3,hellaswag,,01HADA50K3M0AX43H8D3FRBR5Q,,,,,,,,,,,2023-09-16 02:46:59.58438 +0000 UTC,01HADA50K6AYMS0Z7N9B1F4K1G,hellaswag-gpt2-large-full_finetuning-lr_1e-5-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-5,full_finetuning,gpt2-large,requirements.txt,3.9,-1,3,hellaswag,,01HADA50K3M0AX43H8D3FRBR5Q,,,,,,,,,,,2023-09-16 02:57:01.080868 +0000 UTC,01HADA50K6AYMS0Z7N9B1F4K1G,hellaswag-gpt2-large-full_finetuning-lr_1e-5-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-5,full_finetuning,gpt2-large,requirements.txt,3.9,-1,3,hellaswag,,01HADA50K3M0AX43H8D3FRBR5Q,,,,,,,,,,,2023-09-16 08:17:28.434693 +0000 UTC,01HADA50K6AYMS0Z7N9B1F4K1G,hellaswag-gpt2-large-full_finetuning-lr_1e-5-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-5,full_finetuning,gpt2-large,requirements.txt,3.9,-1,3,hellaswag,,01HADA50K3M0AX43H8D3FRBR5Q,,,,,,,,,,,2023-09-16 18:18:24.686404 +0000 UTC,01HADA50K6AYMS0Z7N9B1F4K1G,hellaswag-gpt2-large-full_finetuning-lr_1e-5-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-5,full_finetuning,gpt2-large,requirements.txt,3.9,-1,3,hellaswag,,01HADA50K3M0AX43H8D3FRBR5Q,,,,,,,,,,,2023-09-17 06:08:40.889635 +0000 UTC,01HADA50K6AYMS0Z7N9B1F4K1G,hellaswag-gpt2-large-full_finetuning-lr_1e-5-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-5,full_finetuning,gpt2-large,requirements.txt,3.9,-1,3,hellaswag,,01HADA50K3M0AX43H8D3FRBR5Q,,,,,,,,,,,2023-09-17 23:36:22.027821 +0000 UTC,01HADA50K6AYMS0Z7N9B1F4K1G,hellaswag-gpt2-large-full_finetuning-lr_1e-5-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-5,full_finetuning,gpt2-large,requirements.txt,3.9,-1,3,hellaswag,,01HADA50K3M0AX43H8D3FRBR5Q,,,,,,,,,,,2023-09-18 03:36:53.389564 +0000 UTC,01HADA50K6AYMS0Z7N9B1F4K1G,hellaswag-gpt2-large-full_finetuning-lr_1e-5-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-5,full_finetuning,gpt2-large,requirements.txt,3.9,-1,3,hellaswag,,01HADA50K3M0AX43H8D3FRBR5Q,,,,,,,,,,,2023-09-18 17:43:39.64589 +0000 UTC,01HADA50K6AYMS0Z7N9B1F4K1G,hellaswag-gpt2-large-full_finetuning-lr_1e-5-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-5,full_finetuning,gpt2-large,requirements.txt,3.9,-1,3,hellaswag,,01HADA50K3M0AX43H8D3FRBR5Q,,,,,,,,,,,2023-09-19 06:37:55.456128 +0000 UTC,01HADA50K6AYMS0Z7N9B1F4K1G,hellaswag-gpt2-large-full_finetuning-lr_1e-5-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-5,full_finetuning,gpt2-large,requirements.txt,3.9,-1,3,hellaswag,,01HADA50K3M0AX43H8D3FRBR5Q,,,,,,,,,,,2023-09-19 10:47:19.198687 +0000 UTC,01HADA50K6AYMS0Z7N9B1F4K1G,hellaswag-gpt2-large-full_finetuning-lr_1e-5-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-5,full_finetuning,gpt2-large,requirements.txt,3.9,-1,3,hellaswag,,01HADA50K3M0AX43H8D3FRBR5Q,,3.76,0.6139215295757817,1.8186771869659424,0.6139113402268715,0.6139215295757817,354.1969,10042,28.351,0.887,,01HADA50K6AYMS0Z7N9B1F4K1G,hellaswag-gpt2-large-full_finetuning-lr_1e-5-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,google/t5-large-lm-adapt,requirements.txt,3.9,8,1,hellaswag,,01HAEEG5DF77ZJ9WA5M3YBP9S9,,,,,,,,,,,2023-09-16 21:35:01.043158 +0000 UTC,01HAEEG5DHM5YFH9Q3A8NW31KC,hellaswag-google-t5-large-lm-adapt-lora_8-lr_1e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,google/t5-large-lm-adapt,requirements.txt,3.9,8,1,hellaswag,,01HAEEG5DF77ZJ9WA5M3YBP9S9,,,,,,,,,,,2023-09-16 08:42:43.617592 +0000 UTC,01HAEEG5DHM5YFH9Q3A8NW31KC,hellaswag-google-t5-large-lm-adapt-lora_8-lr_1e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,google/t5-large-lm-adapt,requirements.txt,3.9,8,1,hellaswag,,01HAEEG5DF77ZJ9WA5M3YBP9S9,,3.76,0.824636526588329,0.48139235377311707,0.8247611861867719,0.824636526588329,246.9105,10042,40.671,1.272,,01HAEEG5DHM5YFH9Q3A8NW31KC,hellaswag-google-t5-large-lm-adapt-lora_8-lr_1e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,google/t5-large-lm-adapt,requirements.txt,3.9,8,2,hellaswag,,01HAEEGBCA6ZS6KT282M1XGVFC,,3.76,0.824636526588329,0.48139235377311707,0.8247611861867719,0.824636526588329,238.3648,10042,42.129,1.317,,01HAEEGBCCEG94TEQJSF33SQJN,hellaswag-google-t5-large-lm-adapt-lora_8-lr_1e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,google/t5-large-lm-adapt,requirements.txt,3.9,8,2,hellaswag,,01HAEEGBCA6ZS6KT282M1XGVFC,,,,,,,,,,,2023-09-16 08:44:56.71346 +0000 UTC,01HAEEGBCCEG94TEQJSF33SQJN,hellaswag-google-t5-large-lm-adapt-lora_8-lr_1e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,google/t5-large-lm-adapt,requirements.txt,3.9,8,3,hellaswag,,01HAEEGHBEHKDFW3MA5V6PVRMM,,,,,,,,,,,2023-09-16 08:44:59.157324 +0000 UTC,01HAEEGHBG5BQFRPQ2J8Z23T26,hellaswag-google-t5-large-lm-adapt-lora_8-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,google/t5-large-lm-adapt,requirements.txt,3.9,8,3,hellaswag,,01HAEEGHBEHKDFW3MA5V6PVRMM,,3.76,0.824636526588329,0.48139235377311707,0.8247611861867719,0.824636526588329,237.5972,10042,42.265,1.322,,01HAEEGHBG5BQFRPQ2J8Z23T26,hellaswag-google-t5-large-lm-adapt-lora_8-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,jacobmorrison/tk-instruct-large-lora-experiments,requirements.txt,3.9,8,1,hellaswag,,01HAEEGQ92KDZ6EX0Q5S8GQ2Q8,,,,,,,,,,,2023-09-16 08:45:01.622999 +0000 UTC,01HAEEGQ9494QN6807PYG429DH,hellaswag-jacobmorrison-tk-instruct-large-lora-experiments-lora_8-lr_5e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,jacobmorrison/tk-instruct-large-lora-experiments,requirements.txt,3.9,8,1,hellaswag,,01HAEEGQ92KDZ6EX0Q5S8GQ2Q8,,,,,,,,,,,2023-09-16 22:17:20.018051 +0000 UTC,01HAEEGQ9494QN6807PYG429DH,hellaswag-jacobmorrison-tk-instruct-large-lora-experiments-lora_8-lr_5e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,jacobmorrison/tk-instruct-large-lora-experiments,requirements.txt,3.9,8,1,hellaswag,,01HAEEGQ92KDZ6EX0Q5S8GQ2Q8,,3.76,0.6721768571997611,0.8299581408500671,0.6721390444386033,0.6721768571997611,240.1851,10042,41.809,1.307,,01HAEEGQ9494QN6807PYG429DH,hellaswag-jacobmorrison-tk-instruct-large-lora-experiments-lora_8-lr_5e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,jacobmorrison/tk-instruct-large-lora-experiments,requirements.txt,3.9,8,2,hellaswag,,01HAEEGX7KVG2WP82V4TW61KT2,,,,,,,,,,,2023-09-16 08:45:03.638099 +0000 UTC,01HAEEGX7NQBFD4F3MB01WW3TY,hellaswag-jacobmorrison-tk-instruct-large-lora-experiments-lora_8-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,jacobmorrison/tk-instruct-large-lora-experiments,requirements.txt,3.9,8,2,hellaswag,,01HAEEGX7KVG2WP82V4TW61KT2,,,,,,,,,,,2023-09-16 22:17:21.143676 +0000 UTC,01HAEEGX7NQBFD4F3MB01WW3TY,hellaswag-jacobmorrison-tk-instruct-large-lora-experiments-lora_8-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,jacobmorrison/tk-instruct-large-lora-experiments,requirements.txt,3.9,8,2,hellaswag,,01HAEEGX7KVG2WP82V4TW61KT2,,3.76,0.2629954192391954,1.3899179697036743,0.21669471399734286,0.2629954192391954,208.9291,10042,48.064,1.503,,01HAEEGX7NQBFD4F3MB01WW3TY,hellaswag-jacobmorrison-tk-instruct-large-lora-experiments-lora_8-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,jacobmorrison/tk-instruct-large-lora-experiments,requirements.txt,3.9,8,3,hellaswag,,01HAEEH3BPZ9JNFY8DMFHQDEC3,,,,,,,,,,,2023-09-16 22:29:48.115317 +0000 UTC,01HAEEH3BRZJTB5YHFQVD99QYD,hellaswag-jacobmorrison-tk-instruct-large-lora-experiments-lora_8-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,jacobmorrison/tk-instruct-large-lora-experiments,requirements.txt,3.9,8,3,hellaswag,,01HAEEH3BPZ9JNFY8DMFHQDEC3,,,,,,,,,,,2023-09-16 08:49:30.288423 +0000 UTC,01HAEEH3BRZJTB5YHFQVD99QYD,hellaswag-jacobmorrison-tk-instruct-large-lora-experiments-lora_8-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,jacobmorrison/tk-instruct-large-lora-experiments,requirements.txt,3.9,8,3,hellaswag,,01HAEEH3BPZ9JNFY8DMFHQDEC3,,3.76,0.6721768571997611,0.8299581408500671,0.6721390444386033,0.6721768571997611,247.6037,10042,40.557,1.268,,01HAEEH3BRZJTB5YHFQVD99QYD,hellaswag-jacobmorrison-tk-instruct-large-lora-experiments-lora_8-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,microsoft/deberta-v3-large,requirements.txt,3.9,8,1,hellaswag,,01HAEGJ41H4GGG36P5TRKPH3HR,,,,,,,,,,,2023-09-16 14:44:05.400702 +0000 UTC,01HAEGJ41KC0HH4VTKTQXEAFRP,hellaswag-microsoft-deberta-v3-large-lora_8-lr_1e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,microsoft/deberta-v3-large,requirements.txt,3.9,8,1,hellaswag,,01HAEGJ41H4GGG36P5TRKPH3HR,,3.76,0.9331806413065127,0.26666414737701416,0.9331863225702631,0.9331806413065127,217.808,10042,46.105,2.883,,01HAEGJ41KC0HH4VTKTQXEAFRP,hellaswag-microsoft-deberta-v3-large-lora_8-lr_1e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,microsoft/deberta-v3-large,requirements.txt,3.9,8,2,hellaswag,,01HAEGJ71M21807QHP6MRV7GSV,,3.76,0.9296952798247361,0.28761693835258484,0.9296908371409207,0.9296952798247361,220.2896,10042,45.585,2.851,,01HAEGJ71NQ1K8G8XYK15KQGEM,hellaswag-microsoft-deberta-v3-large-lora_8-lr_1e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,microsoft/deberta-v3-large,requirements.txt,3.9,8,3,hellaswag,,01HAEGJA08X6A4WTJWX4AH0B8F,,,,,,,,,,,2023-09-16 14:44:24.087946 +0000 UTC,01HAEGJA0A1PBKQT1PWEBD8VSV,hellaswag-microsoft-deberta-v3-large-lora_8-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,microsoft/deberta-v3-large,requirements.txt,3.9,8,3,hellaswag,,01HAEGJA08X6A4WTJWX4AH0B8F,,3.76,0.9344752041426011,0.25925102829933167,0.9344566928103287,0.9344752041426011,218.9615,10042,45.862,2.868,,01HAEGJA0A1PBKQT1PWEBD8VSV,hellaswag-microsoft-deberta-v3-large-lora_8-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,gpt2-large,requirements.txt,3.9,8,2,hellaswag,,01HAEGJFXMZ7GWVTF3H9FNZAR9,,3.76,0.5331607249551882,1.1046313047409058,0.5327685181582777,0.5331607249551882,360.0243,10042,27.893,0.872,,01HAEGJFXQDGTCP7FBDCDQ4KRV,hellaswag-gpt2-large-lora_8-lr_1e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,gpt2-large,requirements.txt,3.9,8,1,hellaswag,,01HAEGJHTMBE3C4RZVXVTEG3MJ,,,,,,,,,,,2023-09-16 15:26:45.963371 +0000 UTC,01HAEGJHTP3QX3R6C75XKZSN1N,hellaswag-gpt2-large-lora_8-lr_1e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,gpt2-large,requirements.txt,3.9,8,1,hellaswag,,01HAEGJHTMBE3C4RZVXVTEG3MJ,,,,,,,,,,,2023-09-17 22:48:31.396807 +0000 UTC,01HAEGJHTP3QX3R6C75XKZSN1N,hellaswag-gpt2-large-lora_8-lr_1e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,gpt2-large,requirements.txt,3.9,8,1,hellaswag,,01HAEGJHTMBE3C4RZVXVTEG3MJ,,,,,,,,,,,2023-09-17 04:53:17.204673 +0000 UTC,01HAEGJHTP3QX3R6C75XKZSN1N,hellaswag-gpt2-large-lora_8-lr_1e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,gpt2-large,requirements.txt,3.9,8,1,hellaswag,,01HAEGJHTMBE3C4RZVXVTEG3MJ,,3.76,0.5566620195180243,1.043526530265808,0.5566049956144972,0.5566620195180243,369.4862,10042,27.178,0.85,,01HAEGJHTP3QX3R6C75XKZSN1N,hellaswag-gpt2-large-lora_8-lr_1e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,gpt2-large,requirements.txt,3.9,8,3,hellaswag,,01HAEGJK1VZQ7AZE0WP9G1E81M,,,,,,,,,,,2023-09-16 16:17:36.178553 +0000 UTC,01HAEGJK1X1NF78PEW80DGRZKC,hellaswag-gpt2-large-lora_8-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,gpt2-large,requirements.txt,3.9,8,3,hellaswag,,01HAEGJK1VZQ7AZE0WP9G1E81M,,,,,,,,,,,2023-09-17 04:53:14.417148 +0000 UTC,01HAEGJK1X1NF78PEW80DGRZKC,hellaswag-gpt2-large-lora_8-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,gpt2-large,requirements.txt,3.9,8,3,hellaswag,,01HAEGJK1VZQ7AZE0WP9G1E81M,,,,,,,,,,,2023-09-17 22:48:29.17746 +0000 UTC,01HAEGJK1X1NF78PEW80DGRZKC,hellaswag-gpt2-large-lora_8-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,gpt2-large,requirements.txt,3.9,8,3,hellaswag,,01HAEGJK1VZQ7AZE0WP9G1E81M,,,,,,,,,,,2023-09-18 01:11:09.616337 +0000 UTC,01HAEGJK1X1NF78PEW80DGRZKC,hellaswag-gpt2-large-lora_8-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,gpt2-large,requirements.txt,3.9,8,3,hellaswag,,01HAEGJK1VZQ7AZE0WP9G1E81M,,,,,,,,,,,2023-09-18 15:59:39.860333 +0000 UTC,01HAEGJK1X1NF78PEW80DGRZKC,hellaswag-gpt2-large-lora_8-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,gpt2-large,requirements.txt,3.9,8,3,hellaswag,,01HAEGJK1VZQ7AZE0WP9G1E81M,,,,,,,,,,,2023-09-18 18:56:57.317723 +0000 UTC,01HAEGJK1X1NF78PEW80DGRZKC,hellaswag-gpt2-large-lora_8-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,gpt2-large,requirements.txt,3.9,8,3,hellaswag,,01HAEGJK1VZQ7AZE0WP9G1E81M,,,,,,,,,,,2023-09-19 04:37:54.084163 +0000 UTC,01HAEGJK1X1NF78PEW80DGRZKC,hellaswag-gpt2-large-lora_8-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,gpt2-large,requirements.txt,3.9,8,3,hellaswag,,01HAEGJK1VZQ7AZE0WP9G1E81M,,,,,,,,,,,2023-09-19 05:52:31.153521 +0000 UTC,01HAEGJK1X1NF78PEW80DGRZKC,hellaswag-gpt2-large-lora_8-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,gpt2-large,requirements.txt,3.9,8,3,hellaswag,,01HAEGJK1VZQ7AZE0WP9G1E81M,,3.76,0.5700059749053973,1.031773567199707,0.5697418233626916,0.5700059749053973,359.8563,10042,27.906,0.873,,01HAEGJK1X1NF78PEW80DGRZKC,hellaswag-gpt2-large-lora_8-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,2898e79de80f0ebaa2f228398ff49ecaba71de74,1e-4,full_finetuning,jacobmorrison/tk-instruct-large-lora-experiments,requirements.txt,3.9,-1,1,hellaswag,,01HB9ECQXB9E0E0EBSZ85ECNTB,,,,,,,,,,,2023-09-26 19:39:44.649117 +0000 UTC,01HB9ECQXDQBSNXXF6KYDXYH8T,hellaswag-jacobmorrison-tk-instruct-large-lora-experiments-full_finetuning-lr_1e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,2898e79de80f0ebaa2f228398ff49ecaba71de74,1e-4,full_finetuning,jacobmorrison/tk-instruct-large-lora-experiments,requirements.txt,3.9,-1,1,hellaswag,,01HB9ECQXB9E0E0EBSZ85ECNTB,,3.76,0.8290181238797052,0.945260763168335,0.829025793772839,0.8290181238797052,255.6945,10042,39.273,1.228,,01HB9ECQXDQBSNXXF6KYDXYH8T,hellaswag-jacobmorrison-tk-instruct-large-lora-experiments-full_finetuning-lr_1e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,2898e79de80f0ebaa2f228398ff49ecaba71de74,1e-4,full_finetuning,jacobmorrison/tk-instruct-large-lora-experiments,requirements.txt,3.9,-1,2,hellaswag,,01HB9ECTXWMDFJ9BM8M6RFKPBP,,3.76,0.8334993029277037,0.9185779094696045,0.8334695283238562,0.8334993029277037,552.8479,10042,18.164,0.568,,01HB9ECTXZQJK2VF16Y0S5ETY5,hellaswag-jacobmorrison-tk-instruct-large-lora-experiments-full_finetuning-lr_1e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,2898e79de80f0ebaa2f228398ff49ecaba71de74,1e-4,full_finetuning,jacobmorrison/tk-instruct-large-lora-experiments,requirements.txt,3.9,-1,3,hellaswag,,01HB9ECXVAX4A5AF85R0FXFEEN,,3.76,0.8290181238797052,0.945260763168335,0.829025793772839,0.8290181238797052,275.2441,10042,36.484,1.141,,01HB9ECXVDQXGXVWV11TJZEZ3E,hellaswag-jacobmorrison-tk-instruct-large-lora-experiments-full_finetuning-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,2898e79de80f0ebaa2f228398ff49ecaba71de74,5e-5,full_finetuning,google/t5-large-lm-adapt,requirements.txt,3.9,-1,1,hellaswag,,01HB9G5RYJM648XNYGMKJHGT8D,,,,,,,,,,,2023-09-27 02:34:22.775366 +0000 UTC,01HB9G5RYNC0NY9FY5X50BZJWJ,hellaswag-google-t5-large-lm-adapt-full_finetuning-lr_5e-5-seed_1
0.17.0,jacob-morrison/lora-investigation,2898e79de80f0ebaa2f228398ff49ecaba71de74,5e-5,full_finetuning,google/t5-large-lm-adapt,requirements.txt,3.9,-1,1,hellaswag,,01HB9G5RYJM648XNYGMKJHGT8D,,3.76,0.8578968333001394,0.5961872339248657,0.8578011715909468,0.8578968333001394,194.819,10042,51.545,1.612,,01HB9G5RYNC0NY9FY5X50BZJWJ,hellaswag-google-t5-large-lm-adapt-full_finetuning-lr_5e-5-seed_1
0.17.0,jacob-morrison/lora-investigation,2898e79de80f0ebaa2f228398ff49ecaba71de74,5e-5,full_finetuning,google/t5-large-lm-adapt,requirements.txt,3.9,-1,2,hellaswag,,01HB9G5VJH79MXBGGEQPA3ZF2T,,,,,,,,,,,2023-09-26 22:00:02.431698 +0000 UTC,01HB9G5VJKWNM736B2DZVZSYED,hellaswag-google-t5-large-lm-adapt-full_finetuning-lr_5e-5-seed_2
0.17.0,jacob-morrison/lora-investigation,2898e79de80f0ebaa2f228398ff49ecaba71de74,5e-5,full_finetuning,google/t5-large-lm-adapt,requirements.txt,3.9,-1,2,hellaswag,,01HB9G5VJH79MXBGGEQPA3ZF2T,,,,,,,,,,,2023-09-27 02:59:20.897307 +0000 UTC,01HB9G5VJKWNM736B2DZVZSYED,hellaswag-google-t5-large-lm-adapt-full_finetuning-lr_5e-5-seed_2
0.17.0,jacob-morrison/lora-investigation,2898e79de80f0ebaa2f228398ff49ecaba71de74,5e-5,full_finetuning,google/t5-large-lm-adapt,requirements.txt,3.9,-1,2,hellaswag,,01HB9G5VJH79MXBGGEQPA3ZF2T,,,,,,,,,,,2023-09-27 03:05:03.194579 +0000 UTC,01HB9G5VJKWNM736B2DZVZSYED,hellaswag-google-t5-large-lm-adapt-full_finetuning-lr_5e-5-seed_2
0.17.0,jacob-morrison/lora-investigation,2898e79de80f0ebaa2f228398ff49ecaba71de74,5e-5,full_finetuning,google/t5-large-lm-adapt,requirements.txt,3.9,-1,2,hellaswag,,01HB9G5VJH79MXBGGEQPA3ZF2T,,,,,,,,,,,2023-09-27 03:14:06.420683 +0000 UTC,01HB9G5VJKWNM736B2DZVZSYED,hellaswag-google-t5-large-lm-adapt-full_finetuning-lr_5e-5-seed_2
0.17.0,jacob-morrison/lora-investigation,2898e79de80f0ebaa2f228398ff49ecaba71de74,5e-5,full_finetuning,google/t5-large-lm-adapt,requirements.txt,3.9,-1,2,hellaswag,,01HB9G5VJH79MXBGGEQPA3ZF2T,,3.76,0.8435570603465445,0.45012611150741577,0.8435656263600333,0.8435570603465445,193.4189,10042,51.918,1.623,,01HB9G5VJKWNM736B2DZVZSYED,hellaswag-google-t5-large-lm-adapt-full_finetuning-lr_5e-5-seed_2
0.17.0,jacob-morrison/lora-investigation,2898e79de80f0ebaa2f228398ff49ecaba71de74,5e-5,full_finetuning,google/t5-large-lm-adapt,requirements.txt,3.9,-1,3,hellaswag,,01HB9G5YK65SBBMNEAH2H7QQP0,,,,,,,,,,,2023-09-26 22:02:25.537682 +0000 UTC,01HB9G5YK9MNM9NEZVN6ZMWMEX,hellaswag-google-t5-large-lm-adapt-full_finetuning-lr_5e-5-seed_3
0.17.0,jacob-morrison/lora-investigation,2898e79de80f0ebaa2f228398ff49ecaba71de74,5e-5,full_finetuning,google/t5-large-lm-adapt,requirements.txt,3.9,-1,3,hellaswag,,01HB9G5YK65SBBMNEAH2H7QQP0,,,,,,,,,,,2023-09-27 02:34:32.991825 +0000 UTC,01HB9G5YK9MNM9NEZVN6ZMWMEX,hellaswag-google-t5-large-lm-adapt-full_finetuning-lr_5e-5-seed_3
